269	1	1
271	1	1
273	1	1
275	1	1
277	1	1
279	1	1
281	1	1
283	1	1
285	1	1
287	1	1
289	1	1
291	1	1
293	1	1
295	1	1
297	1	1
299	1	1
301	2	1
303	2	1
305	2	1
307	2	1
309	2	1
311	2	1
313	2	1
315	2	1
317	2	1
319	2	1
321	2	1
323	2	1
325	2	1
327	2	1
329	2	1
331	2	1
333	2	1
335	2	1
337	2	1
339	2	1
341	2	1
343	2	1
345	2	1
347	2	1
349	2	1
351	3	1
353	3	1
355	3	1
357	3	1
359	3	1
361	3	1
363	3	1
365	2	1
367	2	1
369	2	1
371	2	1
373	2	1
375	2	1
377	2	1
379	2	1
381	3	1
383	3	1
385	3	1
387	3	1
389	3	1
391	3	1
393	3	1
395	3	1
397	3	1
399	3	1
401	3	1
403	3	1
405	3	1
407	3	1
409	3	1
411	3	1
413	3	1
415	3	1
417	3	1
419	3	1
421	3	1
423	3	1
425	3	1
427	3	1
429	3	1
431	3	1
433	3	1
435	3	1
437	3	1
439	3	1
-1	-1	-1
938	3	1
940	3	1
942	3	1
944	3	1
946	3	1
948	3	1
950	3	1
952	3	1
954	3	1
956	3	1
958	3	1
960	3	1
962	3	1
964	3	1
966	3	1
968	3	1
970	3	1
972	3	1
974	3	1
976	3	1
978	3	1
980	3	1
982	3	1
984	3	1
986	3	1
988	3	1
990	3	1
992	3	1
994	3	1
996	3	1
998	3	1
1000	3	1
1002	3	1
1004	3	1
1006	3	1
1008	3	1
1010	3	1
1012	3	1
1014	3	1
1016	3	1
1018	3	1
1020	3	1
1022	3	1
1024	3	1
1026	3	1
1028	3	1
1030	3	1
1032	3	1
1034	3	1
1036	3	1
1038	3	1
1040	3	1
1042	3	1
1044	3	1
1046	3	1
1048	3	1
1050	3	1
1052	3	1
1054	3	1
1056	3	1
1058	3	1
1060	3	1
1062	3	1
1064	3	1
1066	3	1
1068	3	1
1070	3	1
1072	3	1
1074	3	1
1076	3	1
1078	3	1
1080	3	1
1082	3	1
1084	3	1
1086	3	1
1088	3	1
1090	3	1
1092	3	1
1094	3	1
1096	3	1
1098	3	1
1100	3	1
1102	3	1
1104	3	1
1106	3	1
1108	3	1
1110	3	1
1112	3	1
1114	3	1
1116	3	1
1118	3	1
1120	3	1
1122	3	1
1124	3	1
1126	3	1
1128	3	1
1130	3	1
1132	3	1
1134	3	1
1136	3	1
1138	3	1
1140	3	1
1142	3	1
1144	3	1
1146	3	1
1148	3	1
1150	3	1
1152	3	1
1154	3	1
1156	3	1
1158	3	1
1160	3	1
1162	3	1
1164	3	1
1166	3	1
1168	3	1
1170	3	1
1172	3	1
1174	3	1
1176	3	1
1178	3	1
1180	3	1
1182	3	1
1184	3	1
1186	3	1
1188	3	1
1190	3	1
1192	3	1
1194	3	1
1196	3	1
1198	3	1
1200	3	1
1202	3	1
1204	3	1
1206	3	1
1208	3	1
1210	3	1
1212	3	1
1214	3	1
1216	3	1
1218	3	1
1220	3	1
1222	3	1
1224	3	1
1226	3	1
1228	3	1
1230	3	1
1232	3	1
1234	3	1
1236	3	1
1238	3	1
1240	3	1
1242	3	1
1244	3	1
1246	3	1
1248	3	1
1250	3	1
1252	3	1
1254	3	1
1256	3	1
1258	3	1
1260	3	1
1262	3	1
1264	3	1
1266	3	1
1268	3	1
1270	3	1
1272	3	1
1274	3	1
1276	3	1
1278	3	1
1280	3	1
1282	3	1
1284	3	1
1286	3	1
1288	3	1
1290	3	1
1292	3	1
1294	3	1
1296	3	1
1298	3	1
1300	3	1
1302	3	1
1304	3	1
1306	3	1
1308	3	1
1310	3	1
1312	3	1
1314	3	1
1316	3	1
1318	3	1
1320	3	1
1322	3	1
1324	3	1
1326	3	1
1328	3	1
1330	2	1
1332	2	1
1334	2	1
1336	2	1
1338	2	1
1340	3	1
1342	3	1
1344	3	1
1346	3	1
1348	3	1
1350	3	1
1352	3	1
1354	3	1
1356	3	1
1358	3	1
1360	3	1
1362	3	1
1364	2	1
1366	2	1
1368	2	1
1370	2	1
1372	2	1
1374	2	1
1376	2	1
1378	2	1
1380	2	1
1382	2	1
1384	2	1
1386	2	1
1388	2	1
1390	2	1
1392	2	1
1394	3	1
1396	3	1
1398	3	1
1400	3	1
1402	3	1
1404	3	1
1406	3	1
1408	3	1
1410	3	1
1412	3	1
1414	3	1
1416	3	1
1418	3	1
1420	4	1
1422	4	1
1424	4	1
1426	4	1
1428	4	1
1430	4	1
1432	4	1
1434	4	1
1436	4	1
1438	4	1
1440	4	1
1442	4	1
1444	4	1
1446	4	1
1448	4	1
1450	4	1
1452	4	1
1454	4	1
1456	4	1
1458	3	1
1460	3	1
1462	3	1
1464	3	1
1466	3	1
1468	3	1
1470	3	1
1472	3	1
1474	3	1
1476	3	1
1478	3	1
1480	3	1
1482	3	1
1484	3	1
1486	3	1
1488	3	1
1490	3	1
1492	3	1
1494	3	1
1496	3	1
1498	3	1
1500	3	1
1502	3	1
1504	3	1
1506	3	1
1508	3	1
1510	3	1
1512	3	1
1514	2	1
1516	2	1
1518	2	1
1520	2	1
1522	2	1
1524	2	1
1526	2	1
